"name","brand","price","discount","update_date","information","id","image","is_published"
"Australian Gold","Lancome",1991,0.34,1590430666,"Aliquam erat volutpat. In congue.",99267193,"http://dummyimage.com/552x675.png/dddddd/000000",True
"EPIVIR","Clarins",3600,0.24,1617275111,"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",90487002,"http://dummyimage.com/386x327.png/dddddd/000000",True
"Bicalutamide","Maybelline New York",1946,0.1,1652196804,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",4627894,"http://dummyimage.com/580x525.png/ff4444/ffffff",True
"Nitrofurantoin (macrocrystals)","Guerlain",1331,0.85,1605270830,"Nunc nisl.",69309272,"http://dummyimage.com/635x398.png/5fa2dd/ffffff",True
"Carvedilol","CHANEL",4944,0.9,1614970474,"Etiam pretium iaculis justo. In hac habitasse platea dictumst.",58607764,"http://dummyimage.com/312x502.png/cc0000/ffffff",True
"Dog Fennel","Estee Lauder",4691,0.12,1594468993,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",18669158,"http://dummyimage.com/718x360.png/5fa2dd/ffffff",True
"Parrot Head Parakeet Kids 50 Mist Sunscreen","Dior",1053,0.4,1653022068,"Nulla nisl.",17833085,"http://dummyimage.com/459x543.png/dddddd/000000",True
"Potassium Chloride in Dextrose and Sodium Chloride","L'Oreal",1078,0.37,1632493873,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",49483964,"http://dummyimage.com/281x554.png/5fa2dd/ffffff",True
"Verapamil Hydrochloride","Lancome",625,0.92,1631166900,"Etiam faucibus cursus urna. Ut tellus.",93821329,"http://dummyimage.com/608x325.png/ff4444/ffffff",True
"Baclofen","Clarins",2783,0.08,1590642952,"Morbi quis tortor id nulla ultrices aliquet.",27987648,"http://dummyimage.com/619x677.png/ff4444/ffffff",True
"EPZICOM","Maybelline New York",1770,0.69,1634252563,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",56361400,"http://dummyimage.com/284x561.png/dddddd/000000",True
"CLE DE PEAU BEAUTE","Guerlain",395,0.69,1613532391,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",92133118,"http://dummyimage.com/366x401.png/cc0000/ffffff",True
"Tussin DM","CHANEL",3937,0.73,1622877215,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",91156487,"http://dummyimage.com/557x599.png/5fa2dd/ffffff",True
"TUMS","Estee Lauder",4530,0.4,1621070713,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",53065447,"http://dummyimage.com/649x317.png/cc0000/ffffff",True
"Montelukast Sodium","Dior",416,0.84,1624440973,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",24916335,"http://dummyimage.com/601x589.png/5fa2dd/ffffff",True
"FORTAMET","L'Oreal",1924,0.59,1587621384,"In hac habitasse platea dictumst.",22338705,"http://dummyimage.com/288x605.png/ff4444/ffffff",True
"Shopko Antibacterial Foaming Hand Cleanser","Lancome",4938,1,1616822683,"Donec ut dolor.",72957782,"http://dummyimage.com/337x682.png/5fa2dd/ffffff",True
"Loratadine and Pseudoephedrine","Clarins",4880,0.26,1631488908,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",79019967,"http://dummyimage.com/482x665.png/cc0000/ffffff",True
"BANANA BOAT","Maybelline New York",4431,0.14,1586895537,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",14633646,"http://dummyimage.com/672x649.png/cc0000/ffffff",True
"Clindamycin Hydrochloride","Guerlain",2604,0.77,1647936676,"Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.",14909291,"http://dummyimage.com/379x397.png/dddddd/000000",True
"RHODOTORULA RUBRA","CHANEL",2402,0.65,1600025844,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.",80795064,"http://dummyimage.com/633x541.png/dddddd/000000",True
"11 Thyroid Adrenal","Estee Lauder",2235,0.61,1652723096,"Nullam sit amet turpis elementum ligula vehicula consequat.",922816,"http://dummyimage.com/338x733.png/cc0000/ffffff",True
"CLARINS BB Skin Perfecting Broad Spectrum SPF 25 Sunscreen 02 Medium","Dior",3368,0.33,1595643848,"Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",67212280,"http://dummyimage.com/576x517.png/ff4444/ffffff",True
"Butisol Sodium","L'Oreal",4433,0.87,1632190331,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",69485142,"http://dummyimage.com/565x477.png/cc0000/ffffff",True
"Cytomel","Lancome",2288,0.22,1654182489,"In hac habitasse platea dictumst.",60046833,"http://dummyimage.com/294x476.png/5fa2dd/ffffff",True
"Honeysuckle Ginger Hand Sanitizer","Clarins",3183,0.91,1605254455,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3459212,"http://dummyimage.com/414x389.png/ff4444/ffffff",True
"Alprazolam","Maybelline New York",2631,0,1587185935,"Etiam pretium iaculis justo. In hac habitasse platea dictumst.",2147067,"http://dummyimage.com/576x631.png/dddddd/000000",True
"Old Spice High Endurance Clear","Guerlain",3533,0.06,1622762300,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.",85012747,"http://dummyimage.com/505x556.png/5fa2dd/ffffff",True
"Risperidone","Dior",2383,0.87,1606141038,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",37102141,"http://dummyimage.com/714x572.png/cc0000/ffffff",True
"Dr. Sheffield Anti Itch Cream","L'Oreal",2648,0.27,1615890911,"Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.",55321916,"http://dummyimage.com/333x722.png/cc0000/ffffff",True
"Green Guard Allergy 2 Relief","Lancome",4684,0.65,1636765672,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.",69547901,"http://dummyimage.com/565x482.png/5fa2dd/ffffff",True
"Cyclobenzaprine Hydrochloride","Clarins",3408,0.51,1624513125,"Duis at velit eu est congue elementum.",42197444,"http://dummyimage.com/400x659.png/cc0000/ffffff",True
"Diovan","Maybelline New York",2411,0.23,1654489437,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",4038775,"http://dummyimage.com/388x742.png/5fa2dd/ffffff",True
"BETAMETHASONE VALERATE","Guerlain",1341,0.35,1633589542,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",88688909,"http://dummyimage.com/543x302.png/dddddd/000000",True
"risperidone","CHANEL",4506,0.21,1599886204,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",40089754,"http://dummyimage.com/291x421.png/5fa2dd/ffffff",True
"Pioglitazone","Estee Lauder",1388,0.99,1584060773,"Aliquam non mauris.",5457680,"http://dummyimage.com/487x362.png/ff4444/ffffff",True
"Treatment Set TS348490","Dior",4357,0.73,1593008517,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",88862125,"http://dummyimage.com/578x387.png/5fa2dd/ffffff",True
"CLINIMIX","L'Oreal",2639,0.9,1621521956,"Etiam faucibus cursus urna.",37355137,"http://dummyimage.com/410x573.png/dddddd/000000",True
"Envirostat","Lancome",1407,0.93,1594301999,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",99057850,"http://dummyimage.com/714x698.png/ff4444/ffffff",True
"Nicotiana Carbo","Clarins",1788,0.17,1606588418,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",99607826,"http://dummyimage.com/270x510.png/cc0000/ffffff",True
"Nighttime Sleep Easy","Maybelline New York",4055,0.47,1597757063,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",30955035,"http://dummyimage.com/273x619.png/dddddd/000000",True
"Berry Scented Hand Sanitizer","Guerlain",896,0.42,1645885111,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",23482483,"http://dummyimage.com/640x638.png/5fa2dd/ffffff",True
"HYSAN HUO LU MEDICATED","CHANEL",918,0.64,1583787968,"Pellentesque at nulla. Suspendisse potenti.",36429942,"http://dummyimage.com/590x332.png/dddddd/000000",True
"Xarelto","Estee Lauder",3390,0.46,1645336515,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",94528623,"http://dummyimage.com/626x448.png/cc0000/ffffff",True
"Oxygen","Dior",2939,0.77,1579063074,"Duis ac nibh.",60476093,"http://dummyimage.com/544x573.png/ff4444/ffffff",True
"Geri-kot","L'Oreal",2469,0.9,1652968042,"Nullam molestie nibh in lectus. Pellentesque at nulla.",41665305,"http://dummyimage.com/514x304.png/cc0000/ffffff",True
"Sure Original Solid Regular","Lancome",649,0.67,1636215965,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",57634546,"http://dummyimage.com/380x652.png/dddddd/000000",True
"Nicotine polacrilex","Clarins",4826,0.4,1586460560,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",78440233,"http://dummyimage.com/460x716.png/dddddd/000000",True
"ESIKA HD COLOR HIGH DEFINITION COLOR SPF 20","Maybelline New York",3927,0.85,1621056256,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",61706864,"http://dummyimage.com/523x414.png/ff4444/ffffff",True
"Aspergillus fumigatus","Guerlain",1821,0.18,1639742385,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",6113818,"http://dummyimage.com/654x265.png/cc0000/ffffff",True
"GRx Dyne","CHANEL",2483,0.89,1635814004,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",59006741,"http://dummyimage.com/264x446.png/dddddd/000000",True
"Premier Value Arthritis Pain Reliever","Estee Lauder",2819,0.31,1585233563,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",81553908,"http://dummyimage.com/447x538.png/5fa2dd/ffffff",True
"Oxcarbazepine","Dior",4211,0.16,1652580422,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",76529748,"http://dummyimage.com/618x746.png/dddddd/000000",True
"Dicyclomine Hydrochloride","L'Oreal",2135,0.03,1637678448,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",83942865,"http://dummyimage.com/423x395.png/dddddd/000000",True
"Gillette Clear","Clarins",1231,0.45,1656452137,"Nunc nisl.",12702398,"http://dummyimage.com/297x339.png/dddddd/000000",True
"ASSURED Antiseptic Wet Wipes Vitamin E and Aloe","Maybelline New York",2917,0.06,1644837941,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",36780465,"http://dummyimage.com/624x261.png/dddddd/000000",True
"Senna Laxative","Guerlain",1315,0.16,1653750106,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.",50568322,"http://dummyimage.com/579x489.png/dddddd/000000",True
"leader cold head congestion","CHANEL",2399,0.5,1640694787,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",87261389,"http://dummyimage.com/574x327.png/dddddd/000000",True
"Sodium FluorideF 18","Estee Lauder",3159,0.45,1586809158,"Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.",67235788,"http://dummyimage.com/723x306.png/ff4444/ffffff",True
"Gly-Oxide","Dior",4490,0.84,1593007492,"Nulla nisl. Nunc nisl.",78357235,"http://dummyimage.com/404x413.png/ff4444/ffffff",True
"RANITIDINE","Maybelline New York",4106,0.69,1649036001,"Etiam faucibus cursus urna. Ut tellus.",81745911,"http://dummyimage.com/258x429.png/ff4444/ffffff",True
"Rhizopus oryzae","L'Oreal",3787,0.88,1632191406,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",91568469,"http://dummyimage.com/253x549.png/ff4444/ffffff",True
"NUCYNTA","Lancome",2908,0.49,1586662125,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",79388936,"http://dummyimage.com/300x559.png/dddddd/000000",True
"Loratadine","Clarins",2452,0.83,1646167859,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",61145953,"http://dummyimage.com/627x709.png/5fa2dd/ffffff",True
"NITROSTAT","Maybelline New York",1530,0.38,1650146230,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",73033102,"http://dummyimage.com/327x317.png/5fa2dd/ffffff",True
"TYLENOL with Codeine","Guerlain",3360,0.72,1650957430,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",7969434,"http://dummyimage.com/391x465.png/ff4444/ffffff",True
"OXYGEN","CHANEL",3653,0.93,1645335392,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",56685231,"http://dummyimage.com/529x737.png/ff4444/ffffff",True
"HUMCO Merthiolate","Estee Lauder",2688,0.34,1608866757,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",84371350,"http://dummyimage.com/310x311.png/ff4444/ffffff",True
"Multi Symptom Cold","Dior",1057,0.27,1649725288,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",46450112,"http://dummyimage.com/348x473.png/dddddd/000000",True
"CALCID","L'Oreal",2743,0.58,1618450283,"Phasellus id sapien in sapien iaculis congue.",77814063,"http://dummyimage.com/383x301.png/5fa2dd/ffffff",True
"Amoxicillin","Lancome",390,0.49,1653879760,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",8967519,"http://dummyimage.com/427x750.png/dddddd/000000",True
"Borago Nicotiana","Clarins",2157,0.97,1655525657,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",23214460,"http://dummyimage.com/506x362.png/cc0000/ffffff",True
"Chap-et","Maybelline New York",3589,0.59,1598818862,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",98798152,"http://dummyimage.com/313x695.png/dddddd/000000",True
"Sodium Chloride","Guerlain",4023,0.37,1616513414,"Curabitur in libero ut massa volutpat convallis.",38135222,"http://dummyimage.com/698x442.png/ff4444/ffffff",True
"ACETAMINOPHEN","CHANEL",2218,0.07,1611047100,"Pellentesque viverra pede ac diam.",57817769,"http://dummyimage.com/369x557.png/5fa2dd/ffffff",True
"congestion relief","Estee Lauder",3760,0.42,1588582459,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.",3471944,"http://dummyimage.com/626x559.png/cc0000/ffffff",True
"Nu Skin Nu Colour","Dior",4348,0.98,1593420360,"Mauris lacinia sapien quis libero.",1355787,"http://dummyimage.com/613x252.png/ff4444/ffffff",True
"Divalproex Sodium","L'Oreal",4519,0.77,1650602163,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",11528282,"http://dummyimage.com/358x494.png/5fa2dd/ffffff",True
"Triple Antibiotic","Lancome",3085,0.95,1624158931,"In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.",31662923,"http://dummyimage.com/532x631.png/ff4444/ffffff",True
"Lexapro","Clarins",3844,0.29,1636484488,"Morbi non quam nec dui luctus rutrum.",52233208,"http://dummyimage.com/547x408.png/dddddd/000000",True
"XtraCare Foam Antibacterial Hand Wash","Maybelline New York",3382,0.77,1581049080,"Duis consequat dui nec nisi volutpat eleifend.",23484177,"http://dummyimage.com/334x598.png/5fa2dd/ffffff",True
"Enalapril Maleate","Guerlain",2638,0.75,1639173096,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",59518166,"http://dummyimage.com/419x675.png/5fa2dd/ffffff",True
"Loratadine","CHANEL",2284,0.59,1651875319,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.",7017361,"http://dummyimage.com/314x601.png/dddddd/000000",True
"Antiseptic","Estee Lauder",4619,0.55,1585635860,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",38354135,"http://dummyimage.com/388x465.png/cc0000/ffffff",True
"Whitening Foaming-Toothpaste","Dior",1995,0.07,1605950826,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",11114639,"http://dummyimage.com/258x450.png/ff4444/ffffff",True
"Blue Ice","L'Oreal",2241,0.15,1589448456,"Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",88326445,"http://dummyimage.com/579x539.png/cc0000/ffffff",True
"ATOPALM FIRST AID TRIPLE ANTIBIOTIC PROTECTION MOISTURIZING AND PAIN RELIEF","Clarins",3087,0.42,1589814741,"Aliquam non mauris. Morbi non lectus.",82864253,"http://dummyimage.com/408x508.png/ff4444/ffffff",True
"Spiny Pigweed","Maybelline New York",2642,0.4,1654323567,"Etiam faucibus cursus urna.",39011756,"http://dummyimage.com/730x520.png/cc0000/ffffff",True
"Propranolol Hydrochloride","Guerlain",976,0.75,1649779047,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",29294835,"http://dummyimage.com/302x711.png/ff4444/ffffff",True
"Health Mart nasal decongestant","CHANEL",2715,0.61,1612644147,"Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.",38784051,"http://dummyimage.com/657x640.png/dddddd/000000",True
"Senna S","Estee Lauder",1923,0.11,1652213915,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",90910085,"http://dummyimage.com/338x476.png/cc0000/ffffff",True
"Imipramine Hydrochloride","Dior",3830,0.72,1635155598,"Curabitur convallis.",23490798,"http://dummyimage.com/455x560.png/5fa2dd/ffffff",True
"Infants Ibuprofen","L'Oreal",2693,0.24,1633856178,"Nunc purus.",860237,"http://dummyimage.com/703x391.png/5fa2dd/ffffff",True
"Simvastatin","Lancome",2248,0.93,1656491305,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",33480836,"http://dummyimage.com/514x545.png/cc0000/ffffff",True
"Hydralazine Hydrochloride","Clarins",3527,0.15,1609496948,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",20218669,"http://dummyimage.com/645x584.png/cc0000/ffffff",True
"Nabumetone","Guerlain",1039,0.56,1600670671,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",12322360,"http://dummyimage.com/462x384.png/cc0000/ffffff",True
"Avelox","CHANEL",954,0.77,1617996160,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",8282516,"http://dummyimage.com/343x624.png/ff4444/ffffff",True
"Ceramide Lift And Firm Makeup Broad Spectrum Sunscreen SPF 15 Toast","Estee Lauder",1421,0.89,1590637696,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",12950024,"http://dummyimage.com/259x288.png/5fa2dd/ffffff",True
"Pollens - Trees, Elm, American Ulmus americana","Dior",1603,0.32,1588896147,"Sed ante. Vivamus tortor. Duis mattis egestas metus.",82578827,"http://dummyimage.com/308x687.png/5fa2dd/ffffff",True
"Bupropion Hydrochloride","L'Oreal",4783,0.03,1596138504,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",70559708,"http://dummyimage.com/537x337.png/5fa2dd/ffffff",True
"Probenecid","Lancome",3185,0.87,1635749802,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",86623118,"http://dummyimage.com/387x646.png/dddddd/000000",True
"Prochlorperazine Maleate","Clarins",1672,0.11,1601581241,"Etiam justo. Etiam pretium iaculis justo.",49518876,"http://dummyimage.com/496x354.png/ff4444/ffffff",True
"Zanaflex","Maybelline New York",2401,0.23,1623936117,"Nunc purus. Phasellus in felis.",95961178,"http://dummyimage.com/337x481.png/dddddd/000000",True
"Gleostine","Guerlain",1140,0.87,1635158556,"Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.",1965371,"http://dummyimage.com/600x256.png/cc0000/ffffff",True
"Dr Young 2p Blemish Base SPF35 PA","CHANEL",4156,0.37,1643123572,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.",38349388,"http://dummyimage.com/495x603.png/dddddd/000000",True
"Loratadine","Estee Lauder",2510,0.29,1642594240,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.",44228737,"http://dummyimage.com/744x588.png/dddddd/000000",True
"Levetiracetam","Dior",1201,0.49,1616569356,"Etiam vel augue.",34684559,"http://dummyimage.com/258x255.png/cc0000/ffffff",True
"Alprazolam","L'Oreal",3208,0.66,1648455057,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",5477314,"http://dummyimage.com/622x508.png/dddddd/000000",True
"Sulwhasoo Lumitouch Foundation","Lancome",941,0.54,1587135356,"Etiam justo. Etiam pretium iaculis justo.",45039773,"http://dummyimage.com/577x266.png/cc0000/ffffff",True
"Buspirone HCl","Clarins",3762,0.02,1592646755,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",55870754,"http://dummyimage.com/253x293.png/ff4444/ffffff",True
"ANTIBACTERIAL MINI WIPES Lemon Drop","Maybelline New York",3127,0.68,1649089054,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",4531338,"http://dummyimage.com/653x617.png/dddddd/000000",True
"Prochlorperazine Maleate","Guerlain",4143,0.91,1637985252,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",45901805,"http://dummyimage.com/288x709.png/ff4444/ffffff",True
"ISAKNOX AGELESS SERUM BLEMISH BALM","CHANEL",3101,0.09,1600062259,"Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",3114895,"http://dummyimage.com/517x389.png/ff4444/ffffff",True
"Axe","Estee Lauder",1262,0.11,1633791114,"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",1388275,"http://dummyimage.com/558x433.png/cc0000/ffffff",True
"BF-MICOZO","Dior",4830,0.98,1591558302,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",21891587,"http://dummyimage.com/361x348.png/5fa2dd/ffffff",True
"Crest Pro-Health","L'Oreal",2996,0.49,1600784895,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",47692390,"http://dummyimage.com/566x665.png/dddddd/000000",True
"Sumatriptan Succinate","Lancome",2258,0.41,1636099218,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",54651934,"http://dummyimage.com/442x678.png/cc0000/ffffff",True
"sunmark","Clarins",353,0.21,1608902608,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",63938092,"http://dummyimage.com/498x348.png/ff4444/ffffff",True
"Sotalol Hydrochloride","Maybelline New York",2777,0.31,1647208276,"Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.",40182087,"http://dummyimage.com/390x535.png/dddddd/000000",True
"GRx Dyne","Guerlain",2208,0.52,1593395880,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.",6345594,"http://dummyimage.com/389x430.png/5fa2dd/ffffff",True
"Diethylpropion HCl Immediate-Release","CHANEL",3599,0.85,1583109769,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",96412224,"http://dummyimage.com/286x423.png/ff4444/ffffff",True
"Ammonia","Estee Lauder",2203,0.85,1637250910,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",78159154,"http://dummyimage.com/406x738.png/dddddd/000000",True
"Terazosin Hydrochloride","L'Oreal",382,0.94,1619717053,"Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.",4181418,"http://dummyimage.com/607x518.png/ff4444/ffffff",True
"Treatment Set TS330821","Lancome",4474,0.08,1604272188,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",34642062,"http://dummyimage.com/712x564.png/cc0000/ffffff",True
